group,bad_word,count,freq,score,normalized_score
White Man,execute,4,1.090548218589485e-05,0.34913,3.807430995561469e-06
White Woman,execute,1,4.1600625673410125e-06,0.34913,1.4524026441357676e-06
Black Woman,execute,1,1.1808327232364264e-05,0.34913,4.122641286635335e-06
White Man,abuse,2,5.452741092947425e-06,0.24986528,1.3624506799568143e-06
Black Man,abuse,4,2.9857207903202933e-05,0.24986528,7.460279612752013e-06
White Woman,abuse,7,2.912043797138709e-05,0.24986528,7.2761863874432665e-06
White Man,mad,10,2.7263705464737124e-05,0.23570706,6.426247859799121e-06
Black Man,mad,9,6.71787177822066e-05,0.23570706,1.5834498063013637e-05
White Woman,mad,15,6.240093851011519e-05,0.23570706,1.4708341757460031e-05
Black Woman,mad,7,8.265829062654984e-05,0.23570706,1.948314266820962e-05
White Man,crappy,1,2.7263705464737124e-06,0.59915125,1.633508320882908e-06
Black Man,crappy,2,1.4928603951601466e-05,0.59915125,8.944491718356958e-06
Black Woman,crappy,1,1.1808327232364264e-05,0.59915125,7.074974021680089e-06
White Man,crimes,2,5.452741092947425e-06,0.17649844,9.624002966291156e-07
Black Man,crimes,1,7.464301975800733e-06,0.17649844,1.3174376544177472e-06
White Woman,crimes,1,4.1600625673410125e-06,0.17649844,7.342445534380837e-07
White Man,german,3,8.179111639421138e-06,0.12388092,1.0132358746741988e-06
White Woman,german,3,1.2480187702023038e-05,0.12388092,1.5460571342993e-06
Black Woman,german,3,3.542498169709279e-05,0.12388092,4.388479323619016e-06
White Man,beast,4,1.090548218589485e-05,0.2687907,2.9312921905842067e-06
Black Man,beast,2,1.4928603951601466e-05,0.2687907,4.012669906173724e-06
White Woman,beast,1,4.1600625673410125e-06,0.2687907,1.1181861295193878e-06
Black Woman,beast,2,2.3616654464728527e-05,0.2687907,6.347937085232506e-06
White Man,crap,3,8.179111639421138e-06,0.8355208,6.83381790025846e-06
Black Man,crap,13,9.703592568540953e-05,0.8355208,8.107553425741392e-05
White Woman,crap,3,1.2480187702023038e-05,0.8355208,1.042745641294445e-05
White Man,murderer,2,5.452741092947425e-06,0.6735322,3.6725967043632836e-06
Black Man,murderer,2,1.4928603951601466e-05,0.6735322,1.005489546245083e-05
Black Woman,murderer,3,3.542498169709279e-05,0.6735322,2.3859865857402642e-05
White Man,shits,1,2.7263705464737124e-06,0.86183023,2.3496685551326654e-06
White Man,pisses,1,2.7263705464737124e-06,0.46414167,1.2654221784791216e-06
White Man,naked,2,5.452741092947425e-06,0.37528244,2.0463179820495764e-06
White Woman,naked,2,8.320125134682025e-06,0.37528244,3.1223968616487988e-06
White Man,burn,11,2.9990076011210837e-05,0.48732653,1.4614959676979617e-05
Black Man,burn,7,5.225011383060513e-05,0.48732653,2.5462866665173805e-05
White Woman,burn,6,2.4960375404046077e-05,0.48732653,1.2163853133151122e-05
White Man,masturbating,1,2.7263705464737124e-06,0.93232936,2.5418753067166866e-06
White Man,toilet,1,2.7263705464737124e-06,0.31089434,8.476131716413841e-07
White Woman,toilet,1,4.1600625673410125e-06,0.31089434,1.2933399062321896e-06
Black Woman,toilet,1,1.1808327232364264e-05,0.31089434,3.6711421014099144e-06
White Man,piss,2,5.452741092947425e-06,0.7093121,3.867695235394833e-06
Black Man,piss,2,1.4928603951601466e-05,0.7093121,1.0589039418978735e-05
White Man,servant,5,1.3631852732368562e-05,0.07123554,9.7107239059075e-07
White Woman,servant,5,2.0800312836705065e-05,0.07123554,1.4817215170916172e-06
White Man,vomit,1,2.7263705464737124e-06,0.5447173,1.485101202874685e-06
White Man,sniper,4,1.090548218589485e-05,0.24159795,2.6347421398737145e-06
Black Man,sniper,2,1.4928603951601466e-05,0.24159795,3.6067201110688137e-06
White Woman,sniper,1,4.1600625673410125e-06,0.24159795,1.0050625881413257e-06
White Man,lowlife,1,2.7263705464737124e-06,0.19538376,5.326885285232887e-07
White Man,pooping,1,2.7263705464737124e-06,0.7093121,1.9338476176974167e-06
White Man,farting,1,2.7263705464737124e-06,0.6687385,1.8232289496930109e-06
White Man,nook,1,2.7263705464737124e-06,0.04080727,1.1125573901000033e-07
White Man,failure,2,5.452741092947425e-06,0.15360911,8.375907063480812e-07
White Woman,failure,1,4.1600625673410125e-06,0.15360911,6.39023508513568e-07
Black Woman,failure,2,2.3616654464728527e-05,0.15360911,3.6277332735044754e-06
White Man,women's,2,5.452741092947425e-06,0.31089434,1.6952263432827682e-06
White Woman,women's,2,8.320125134682025e-06,0.31089434,2.5866798124643792e-06
White Man,bombs,5,1.3631852732368562e-05,0.20256779,2.761374281601361e-06
White Woman,bombs,1,4.1600625673410125e-06,0.20256779,8.426946805279951e-07
Black Woman,bombs,2,2.3616654464728527e-05,0.20256779,4.7839735021136905e-06
White Man,homo,1,2.7263705464737124e-06,0.63265365,1.7248482774790887e-06
Black Man,homo,1,7.464301975800733e-06,0.63265365,4.722317889692545e-06
White Man,smack,2,5.452741092947425e-06,0.36750826,2.003927391299606e-06
White Man,dildo,1,2.7263705464737124e-06,0.6364068,1.7350807550955867e-06
White Man,loser,1,2.7263705464737124e-06,0.8439427,2.3009005201915006e-06
White Woman,loser,2,8.320125134682025e-06,0.8439427,7.021708870501412e-06
White Man,dick,3,8.179111639421138e-06,0.9017101,7.375187574293598e-06
White Woman,dick,4,1.664025026936405e-05,0.9017101,1.5004681734413283e-05
White Man,geez,1,2.7263705464737124e-06,0.057323325,1.5628462490594024e-07
Black Man,geez,1,7.464301975800733e-06,0.057323325,4.278786080569676e-07
White Woman,geez,1,4.1600625673410125e-06,0.057323325,2.3846861856802327e-07
White Man,chin,1,2.7263705464737124e-06,0.037473887,1.0216770177868414e-07
Black Man,chin,1,7.464301975800733e-06,0.037473887,2.797164087750334e-07
White Man,lesbian,5,1.3631852732368562e-05,0.6088798,8.300159765314022e-06
White Woman,lesbian,7,2.912043797138709e-05,0.6088798,1.7730846447930574e-05
White Man,queer,2,5.452741092947425e-06,0.4830629,2.6340169253083526e-06
White Woman,queer,7,2.912043797138709e-05,0.4830629,1.4067003215728364e-05
Black Woman,queer,2,2.3616654464728527e-05,0.4830629,1.140832959402971e-05
White Man,asses,1,2.7263705464737124e-06,0.8355208,2.277939300086153e-06
Black Woman,asses,1,1.1808327232364264e-05,0.8355208,9.866103015846775e-06
White Man,backseat,1,2.7263705464737124e-06,0.09588766,2.6142529199428555e-07
White Man,pot,2,5.452741092947425e-06,0.06339135,3.4565661908241276e-07
Black Man,pot,1,7.464301975800733e-06,0.06339135,4.731721790536758e-07
White Woman,pot,1,4.1600625673410125e-06,0.06339135,2.637119822282127e-07
White Man,gringo,1,2.7263705464737124e-06,0.14949977,4.0759176963259435e-07
White Man,bomb,4,1.090548218589485e-05,0.3277908,3.5747167301002215e-06
Black Man,bomb,1,7.464301975800733e-06,0.3277908,2.446729516089303e-06
White Woman,bomb,3,1.2480187702023038e-05,0.3277908,4.090890710996293e-06
Black Woman,bomb,4,4.7233308929457055e-05,0.3277908,1.548264412063387e-05
White Man,cemetery,1,2.7263705464737124e-06,0.054140557,1.4760721997448118e-07
Black Man,cemetery,1,7.464301975800733e-06,0.054140557,4.041214665860522e-07
White Man,bombers,1,2.7263705464737124e-06,0.32244614,8.791076589201392e-07
White Man,scum,1,2.7263705464737124e-06,0.84566295,2.305590559124072e-06
White Man,abortion,3,8.179111639421138e-06,0.44330102,3.6258085324492626e-06
White Woman,abortion,1,4.1600625673410125e-06,0.44330102,1.8441599793660896e-06
White Man,fairy,8,2.18109643717897e-05,0.07850844,1.7123447877247892e-06
White Woman,fairy,7,2.912043797138709e-05,0.07850844,2.286200157250365e-06
Black Woman,fairy,2,2.3616654464728527e-05,0.07850844,1.8541067000448717e-06
White Man,racist,4,1.090548218589485e-05,0.6408389,6.988657207978451e-06
Black Man,racist,4,2.9857207903202933e-05,0.6408389,1.9133660269759875e-05
White Woman,racist,3,1.2480187702023038e-05,0.6408389,7.997789758757972e-06
Black Woman,racist,5,5.9041636161821314e-05,0.6408389,3.7836177172141793e-05
White Man,reject,1,2.7263705464737124e-06,0.09467186,2.581105706838828e-07
White Woman,reject,1,4.1600625673410125e-06,0.09467186,3.938408609665489e-07
White Man,feces,1,2.7263705464737124e-06,0.69542736,1.8959926715159713e-06
White Man,joint,1,2.7263705464737124e-06,0.051643703,1.407998707700361e-07
Black Man,joint,10,7.464301975800733e-05,0.051643703,3.854841943405663e-06
White Woman,joint,1,4.1600625673410125e-06,0.051643703,2.1484103568917674e-07
White Man,funeral,3,8.179111639421138e-06,0.31153494,2.5480790538403655e-06
White Woman,funeral,1,4.1600625673410125e-06,0.31153494,1.2960048423128283e-06
White Man,criminals,6,1.6358223278842275e-05,0.4090823,6.6918596028223394e-06
White Woman,criminals,1,4.1600625673410125e-06,0.4090823,1.7018079631917663e-06
White Man,cancer,19,5.180104038300053e-05,0.42298168,2.1910891086949412e-05
Black Man,cancer,6,4.47858118548044e-05,0.42298168,1.894357793850908e-05
White Woman,cancer,3,1.2480187702023038e-05,0.42298168,5.278890760917044e-06
Black Woman,cancer,8,9.446661785891411e-05,0.42298168,3.9957648725881496e-05
White Man,molestation,2,5.452741092947425e-06,0.5100209,2.781011919692029e-06
Black Man,molestation,3,2.23929059274022e-05,0.5100209,1.1420850034709004e-05
White Woman,molestation,2,8.320125134682025e-06,0.5100209,4.243437709303147e-06
White Man,catholic,1,2.7263705464737124e-06,0.1505062,4.1033567074168187e-07
White Woman,catholic,5,2.0800312836705065e-05,0.1505062,3.1305760438637e-06
White Man,fraud,1,2.7263705464737124e-06,0.24252273,6.612068279223965e-07
Black Man,fraud,2,1.4928603951601466e-05,0.24252273,3.6205257854311755e-06
White Man,bombing,2,5.452741092947425e-06,0.4571859,2.492916344046152e-06
Black Man,bombing,1,7.464301975800733e-06,0.4571859,3.4125736166782364e-06
White Man,ethnic,1,2.7263705464737124e-06,0.111335196,3.0354099916027785e-07
White Man,chinese,2,5.452741092947425e-06,0.05832004,3.1800407865033754e-07
White Woman,chinese,1,4.1600625673410125e-06,0.05832004,2.426150153298305e-07
White Man,butt,2,5.452741092947425e-06,0.769914,4.198141705835524e-06
Black Man,butt,1,7.464301975800733e-06,0.769914,5.746870591396646e-06
White Woman,butt,9,3.744056310606911e-05,0.769914,2.8826013703246093e-05
Black Woman,butt,1,1.1808327232364264e-05,0.769914,9.091396452778499e-06
White Man,goddamnit,1,2.7263705464737124e-06,0.9290911,2.5330466100308625e-06
White Man,dammit,2,5.452741092947425e-06,0.8606264,4.692772936955408e-06
White Man,illegal,1,2.7263705464737124e-06,0.07392756,2.0155392215666818e-07
Black Man,illegal,6,4.47858118548044e-05,0.07392756,3.3109057930447637e-06
White Man,sexy,2,5.452741092947425e-06,0.27783635,1.5149696827595233e-06
Black Man,sexy,1,7.464301975800733e-06,0.27783635,2.073854416254264e-06
White Woman,sexy,7,2.912043797138709e-05,0.27783635,8.090716196371593e-06
White Man,dyke,1,2.7263705464737124e-06,0.44250125,1.206422374777801e-06
White Man,sucker,1,2.7263705464737124e-06,0.8511502,2.3205508359052096e-06
White Woman,sucker,2,8.320125134682025e-06,0.8511502,7.081676172409633e-06
Black Woman,sucker,2,2.3616654464728527e-05,0.8511502,2.010132017098458e-05
White Man,christian,1,2.7263705464737124e-06,0.097673014,2.6629282855491455e-07
White Man,jewish,2,5.452741092947425e-06,0.29811576,1.6255480550072522e-06
White Woman,jewish,1,4.1600625673410125e-06,0.29811576,1.2401802139104172e-06
White Man,fore,1,2.7263705464737124e-06,0.026179524,7.137508315430166e-08
White Man,nazi,1,2.7263705464737124e-06,0.6364068,1.7350807550955867e-06
White Woman,nazi,1,4.1600625673410125e-06,0.6364068,2.6474921062812785e-06
White Man,propaganda,1,2.7263705464737124e-06,0.07310383,1.9930812894642135e-07
Black Man,propaganda,1,7.464301975800733e-06,0.07310383,5.456690627076009e-07
White Woman,propaganda,3,1.2480187702023038e-05,0.07310383,9.123495201367828e-07
White Man,jade,1,2.7263705464737124e-06,0.039713096,1.0827261524368301e-07
White Man,penis,1,2.7263705464737124e-06,0.89693767,2.4453844455107585e-06
White Man,japanese,1,2.7263705464737124e-06,0.14873181,4.0549802610772434e-07
White Man,disease,1,2.7263705464737124e-06,0.2734421,7.455044876059196e-07
Black Man,disease,1,7.464301975800733e-06,0.2734421,2.041054407297102e-06
White Woman,disease,1,4.1600625673410125e-06,0.2734421,1.1375362445451179e-06
Black Woman,disease,1,1.1808327232364264e-05,0.2734421,3.2288937959048723e-06
White Man,spit,1,2.7263705464737124e-06,0.38250855,1.0428600444943673e-06
Black Man,spit,1,7.464301975800733e-06,0.38250855,2.8551593255256737e-06
White Man,slant,2,5.452741092947425e-06,0.14994527,8.176127354220967e-07
White Woman,slant,2,8.320125134682025e-06,0.14994527,1.2475634097536826e-06
White Man,children's,1,2.7263705464737124e-06,0.18784516,5.12135511521642e-07
Black Man,children's,1,7.464301975800733e-06,0.18784516,1.402132998932605e-06
Black Woman,children's,2,2.3616654464728527e-05,0.18784516,4.436274236591645e-06
White Man,jeez,2,5.452741092947425e-06,0.15048505,8.205560160092479e-07
White Man,headlights,2,5.452741092947425e-06,0.09686376,5.28173004569397e-07
Black Man,bitching,2,1.4928603951601466e-05,0.8688724,1.297105194407745e-05
Black Man,condom,1,7.464301975800733e-06,0.44498175,3.321478155720268e-06
Black Man,bondage,2,1.4928603951601466e-05,0.3575351,5.337499906696225e-06
Black Man,spank,1,7.464301975800733e-06,0.43305698,3.2324680714482984e-06
Black Man,buried,1,7.464301975800733e-06,0.086833954,6.4815485440879e-07
Black Man,drunken,1,7.464301975800733e-06,0.24154618,1.8029736286211195e-06
Black Man,hostage,2,1.4928603951601466e-05,0.15649605,2.3362675504400207e-06
Black Man,devil,1,7.464301975800733e-06,0.45056638,3.363163520463384e-06
White Woman,devil,3,1.2480187702023038e-05,0.45056638,5.623152994621039e-06
Black Woman,devil,1,1.1808327232364264e-05,0.45056638,5.320435254941785e-06
Black Man,anus,2,1.4928603951601466e-05,0.89942956,1.3427227683603168e-05
Black Man,conservative,7,5.225011383060513e-05,0.056686338,2.9618676131401574e-06
Black Man,liberal,1,7.464301975800733e-06,0.06781277,5.061749930955207e-07
White Woman,liberal,1,4.1600625673410125e-06,0.06781277,2.821053660647056e-07
Black Man,robber,2,1.4928603951601466e-05,0.3339256,4.985043031700891e-06
Black Man,babe,1,7.464301975800733e-06,0.06836922,5.10328503929955e-07
Black Woman,babe,1,1.1808327232364264e-05,0.06836922,8.073261223815034e-07
Black Man,babies,3,2.23929059274022e-05,0.1520366,3.404541281322077e-06
White Woman,babies,4,1.664025026936405e-05,0.1520366,2.5299270741031943e-06
Black Woman,babies,3,3.542498169709279e-05,0.1520366,5.385893772288218e-06
Black Man,bra,1,7.464301975800733e-06,0.06353675,4.7425748856095726e-07
White Woman,bra,3,1.2480187702023038e-05,0.06353675,7.929505659765123e-07
Black Man,bastard,1,7.464301975800733e-06,0.94992846,7.090552880847348e-06
Black Man,doom,1,7.464301975800733e-06,0.29357454,2.1913290189667912e-06
White Woman,doom,1,4.1600625673410125e-06,0.29357454,1.2212884545783567e-06
Black Man,stroke,1,7.464301975800733e-06,0.13094403,9.774057818483103e-07
Black Woman,stroke,1,1.1808327232364264e-05,0.13094403,1.546229955364523e-06
Black Man,oral,1,7.464301975800733e-06,0.31089434,2.320609236327265e-06
Black Man,angie,1,7.464301975800733e-06,0.059983194,4.4773267348903866e-07
Black Man,cocky,2,1.4928603951601466e-05,0.69542736,1.0381759634547776e-05
Black Man,spunk,1,7.464301975800733e-06,0.4483961,3.3469638951713432e-06
White Woman,spunk,1,4.1600625673410125e-06,0.4483961,1.8653558309516975e-06
Black Man,swallow,1,7.464301975800733e-06,0.5113773,3.817074590769644e-06
Black Woman,swallow,1,1.1808327232364264e-05,0.5113773,6.0385104976029106e-06
Black Man,executioner,1,7.464301975800733e-06,0.16881068,1.2600538922602653e-06
Black Man,porn,1,7.464301975800733e-06,0.678536,5.064797605451927e-06
White Woman,porn,1,4.1600625673410125e-06,0.678536,2.8227522141933014e-06
Black Woman,porn,1,1.1808327232364264e-05,0.678536,8.012375126939518e-06
Black Man,titty,3,2.23929059274022e-05,0.78841335,1.7654865978458024e-05
Black Man,itch,1,7.464301975800733e-06,0.35908085,2.680287898127207e-06
White Woman,cocaine,3,1.2480187702023038e-05,0.24326216,3.0359574175995607e-06
White Woman,chav,1,4.1600625673410125e-06,0.061697748,2.566664919440388e-07
White Woman,cocktail,1,4.1600625673410125e-06,0.036523398,1.5193962085189758e-07
White Woman,playboy,1,4.1600625673410125e-06,0.078470856,3.2644367067280693e-07
White Woman,lynch,1,4.1600625673410125e-06,0.44549584,1.8532905678901409e-06
White Woman,erection,1,4.1600625673410125e-06,0.8413782,3.50018595479676e-06
White Woman,torture,4,1.664025026936405e-05,0.52180624,8.682986425715842e-06
Black Woman,torture,1,1.1808327232364264e-05,0.52180624,6.1616588338096024e-06
White Woman,virgin,2,8.320125134682025e-06,0.26311982,2.1891898278150102e-06
White Woman,prick,1,4.1600625673410125e-06,0.5876557,2.44468448005458e-06
White Woman,slave,4,1.664025026936405e-05,0.45685172,7.60212695678943e-06
Black Woman,slave,1,1.1808327232364264e-05,0.45685172,5.394654606428454e-06
White Woman,panties,2,8.320125134682025e-06,0.31089434,2.5866798124643792e-06
White Woman,balls,2,8.320125134682025e-06,0.6364068,5.294984212562557e-06
Black Woman,balls,1,1.1808327232364264e-05,0.6364068,7.514899747301798e-06
White Woman,liquor,1,4.1600625673410125e-06,0.042166572,1.7541557777028966e-07
White Woman,australian,1,4.1600625673410125e-06,0.08393215,3.4916299541145096e-07
White Woman,uk,1,4.1600625673410125e-06,0.053621985,2.2307081258502126e-07
Black Woman,uk,1,1.1808327232364264e-05,0.053621985,6.33185945728928e-07
White Woman,fairies,1,4.1600625673410125e-06,0.077748,3.2343654448562903e-07
White Woman,boner,1,4.1600625673410125e-06,0.5629485,2.3419009821907717e-06
White Woman,foursome,1,4.1600625673410125e-06,0.15429239,6.418659960645808e-07
White Woman,asshat,1,4.1600625673410125e-06,0.8785311,3.6547443433549237e-06
White Woman,jesus,1,4.1600625673410125e-06,0.08278796,3.44403093422525e-07
Black Woman,jesus,1,1.1808327232364264e-05,0.08278796,9.775873225798833e-07
White Woman,hooker,1,4.1600625673410125e-06,0.8745327,3.638110749185668e-06
White Woman,diseases,1,4.1600625673410125e-06,0.24100195,1.0025831908511903e-06
White Woman,homosexual,1,4.1600625673410125e-06,0.642407,2.6724533136978376e-06
White Woman,bisexual,1,4.1600625673410125e-06,0.48960546,2.0367893469117774e-06
Black Woman,bisexual,1,1.1808327232364264e-05,0.48960546,5.781421486432232e-06
White Woman,whitey,1,4.1600625673410125e-06,0.23963395,9.968922252590678e-07
White Woman,corruption,1,4.1600625673410125e-06,0.23965025,9.969600342789155e-07
White Woman,spunky,1,4.1600625673410125e-06,0.31089434,1.2933399062321896e-06
White Woman,niggles,1,4.1600625673410125e-06,0.6744605,2.805797879200103e-06
Black Woman,lotion,1,1.1808327232364264e-05,0.032518443,3.8398841603098506e-07
Black Woman,africa,1,1.1808327232364264e-05,0.14873892,1.7563578395484497e-06
Black Woman,gin,1,1.1808327232364264e-05,0.08453299,9.98193207850176e-07
Black Woman,horn,2,2.3616654464728527e-05,0.13091363,3.0917419644333185e-06
Black Woman,sweetness,1,1.1808327232364264e-05,0.047634035,5.624782726778924e-07
Black Woman,poop,1,1.1808327232364264e-05,0.6364068,7.514899747301798e-06
Black Woman,boob,1,1.1808327232364264e-05,0.67375326,7.9558989679522e-06
Black Woman,pissing,1,1.1808327232364264e-05,0.47570708,5.617304867392486e-06
Black Woman,cigarette,1,1.1808327232364264e-05,0.04304233,5.082579174834093e-07
Black Woman,nude,1,1.1808327232364264e-05,0.38436675,4.5387283612403466e-06
Black Woman,fetish,1,1.1808327232364264e-05,0.23981093,2.8317659353376e-06
Black Woman,snatch,1,1.1808327232364264e-05,0.14999935,1.7712414094419386e-06
Black Woman,bestiality,1,1.1808327232364264e-05,0.5169544,6.104366719410529e-06
Black Woman,slimeball,1,1.1808327232364264e-05,0.4419795,5.219038565996741e-06
Black Woman,fondle,1,1.1808327232364264e-05,0.09267345,1.094318423352148e-06
Black Woman,slime,2,2.3616654464728527e-05,0.41137728,9.715355076399879e-06
