group,word,categories,count
White Man,unquestionably,"['cogproc', 'certain']",2
White Man,likeness,[],1
White Man,abused,"['affect', 'negemo', 'anger']",2
White Man,following-up,[],1
White Man,Cuaron,[],4
White Man,housemaid,[],2
White Man,drastic,[],1
White Man,occur,[],2
White Man,peeking,[],3
White Man,circuit,[],2
White Man,sin,"['affect', 'negemo', 'relig']",2
White Man,overwhelmingly,"['affect', 'negemo', 'anx', 'sad']",1
White Man,big-budget,[],1
White Man,debuted,[],1
White Man,straightaway,[],3
White Man,coherent,"['cogproc', 'insight']",1
White Man,nice-looking,[],1
White Man,smoother,"['percept', 'feel']",3
White Man,meandering,[],1
White Man,onwards,[],2
White Man,sinal,[],1
White Man,quorum,[],1
White Man,mind-boggling,[],2
White Man,iffy,[],2
White Man,currents,"['focuspresent', 'relativ', 'time']",2
White Man,Clio,[],5
White Man,furniture,['home'],3
White Man,shop,"['leisure', 'money']",4
White Man,unbroken,[],1
White Man,coordination,[],1
White Man,analyzing,"['cogproc', 'insight', 'work']",2
White Man,marching,"['relativ', 'time']",2
White Man,backs,[],1
White Man,tricky,"['adj', 'affect', 'negemo', 'anger', 'cogproc', 'insight']",3
White Man,benefited,[],2
White Man,first-time,[],6
White Man,butcher,[],5
White Man,Troma,[],1
White Man,re-watch,[],1
White Man,reflects,"['cogproc', 'insight']",3
White Man,January,[],4
White Man,Dylan,[],6
White Man,Khurana,[],2
White Man,Curran,[],4
White Man,outer,"['relativ', 'space']",1
White Man,impacted,[],3
White Man,delicate,"['affect', 'posemo']",3
White Man,unpack,[],2
White Man,presenting,[],4
White Man,honoring,"['affect', 'posemo', 'drives', 'achiev', 'power']",1
White Man,Fonzo,[],2
White Man,Cleary,[],1
White Man,resonates,[],4
White Man,nomination,"['drives', 'power']",27
White Man,freakin,"['affect', 'negemo', 'informal', 'swear']",5
White Man,else's,[],4
White Man,authenticity,[],8
White Man,oozing,[],1
White Man,heartbreaking,"['affect', 'negemo', 'sad']",12
White Man,romo,[],1
White Man,65,[],1
White Man,millimeter,[],2
White Man,tanks,[],1
White Man,daily,"['adj', 'relativ', 'time']",6
White Man,descriptive,[],1
White Man,immerses,[],2
White Man,Romar,[],1
White Man,cent,['money'],1
White Man,Cinematography,[],4
White Man,okey-dokey,"['affect', 'posemo', 'informal', 'assent']",1
White Man,Subscribe,[],2
White Man,Mexican,[],8
White Man,fonczek,[],1
White Man,Warren's,[],1
White Man,1970,[],5
White Man,1971,[],1
White Man,gigantic,"['adj', 'relativ', 'space']",5
White Man,majestic,[],2
White Man,equivalent,"['adj', 'compare']",2
White Man,graphically,"['percept', 'see']",2
White Man,staging,[],2
White Man,Scimitar,[],2
White Man,fee,['money'],1
White Man,alfonso,[],1
White Man,cuarón,[],1
White Man,static,[],2
White Man,Lubezki,[],2
White Man,Afonso,[],1
White Man,Korins,[],1
White Man,reconstructed,"['cogproc', 'insight', 'work']",3
White Man,indian,[],1
White Man,Servant,[],1
White Man,Alfonso's,[],1
White Man,Indian,[],2
White Man,observed,[],2
White Man,faults,"['affect', 'negemo', 'drives', 'risk']",2
White Man,vintage,[],1
White Man,Russian,[],1
White Man,Anton,[],5
White Man,Dolan,[],1
White Man,amarcord,[],1
White Man,Marc,[],1
White Man,Ord,[],1
White Man,Mr,[],1
White Man,murmur,[],1
White Man,squid,[],1
White Man,Whale,[],1
White Man,Louis,[],1
White Man,Malle's,[],1
White Man,aurevoir,[],1
White Man,Ellis,[],1
White Man,Cuaron's,[],2
White Man,capsule,[],2
White Man,Alfonzo,[],4
White Man,Kieran's,[],1
White Man,Alphonso,[],1
White Man,qur'an's,['relig'],1
White Man,revolution,"['drives', 'power']",4
White Man,heated,[],3
White Man,confronts,"['affect', 'negemo', 'anger']",3
White Man,martial,[],1
White Man,pregnancy,"['social', 'family', 'bio', 'health', 'sexual']",4
White Man,havin,[],2
White Man,tougher,"['adj', 'compare']",2
White Man,protesting,"['verb', 'affect', 'negemo', 'anger']",2
White Man,it'sit's,[],1
White Man,hears,"['verb', 'social', 'percept', 'hear', 'focuspresent']",2
White Man,segue,[],1
White Man,elaborate,[],2
White Man,crib,[],1
White Man,Cleo's,[],2
White Man,tilts,[],1
White Man,gunshots,[],2
White Man,protesters,[],5
White Man,locks,[],1
White Man,rely,[],7
White Man,they'd,"['function', 'pronoun', 'ppron', 'they', 'auxverb', 'verb', 'social']",4
White Man,Kieran,[],2
White Man,traumatic,"['affect', 'negemo']",2
White Man,recovered,"['drives', 'achiev']",1
White Man,overbearing,[],1
White Man,cleaning,['verb'],7
White Man,robbers,[],1
White Man,bickering,[],3
White Man,breakfast,"['bio', 'ingest']",2
White Man,imaginary,"['cogproc', 'insight']",1
White Man,entryway,[],1
White Man,garage,"['leisure', 'home']",2
White Man,scrape,"['bio', 'health']",1
White Man,verge,"['relativ', 'space']",3
White Man,melodrama,[],5
White Man,underst,[],1
White Man,Spanish,[],4
White Man,bottles,[],1
White Man,fantastical,"['adj', 'affect', 'posemo']",4
White Man,Kira,[],1
White Man,stairs,"['relativ', 'space']",3
White Man,seroma,[],1
White Man,silkier,"['percept', 'feel']",1
White Man,soaping,[],1
White Man,e,[],3
White Man,fancy-pants,[],1
White Man,Sophia,[],5
White Man,houseing,[],1
White Man,personalized,[],2
White Man,Roma's,[],1
White Man,sec,[],1
White Man,enhanced,[],5
White Man,skyline,"['relativ', 'space']",1
White Man,reflected,"['cogproc', 'insight']",1
White Man,wet,"['percept', 'feel']",2
White Man,tile,[],1
White Man,sunset,"['relativ', 'time']",5
White Man,Sofia,[],1
White Man,bedtime,"['relativ', 'time']",2
White Man,korone,[],3
White Man,happiness,"['affect', 'posemo']",10
White Man,dual,[],2
White Man,cruel,"['adj', 'affect', 'negemo', 'anger']",2
White Man,Sophia's,[],1
White Man,mistress,"['social', 'female']",2
White Man,facade,[],2
White Man,uniquely,[],4
White Man,toying,['leisure'],1
White Man,twofold,[],1
White Man,floats,[],1
White Man,housey,[],1
White Man,majoring,"['verb', 'work']",1
White Man,hardships,[],3
White Man,wills,[],1
White Man,Brisbane,[],1
White Man,UH,[],2
White Man,wreckin,[],1
White Man,Veronica,[],1
White Man,distract,"['affect', 'cogproc', 'insight']",1
White Man,unordinary,[],1
White Man,waters,[],3
White Man,researched,['work'],1
White Man,Quran,[],2
White Man,low-budget,[],1
White Man,betray,[],2
White Man,aim,[],1
White Man,informed,"['verb', 'social', 'cogproc', 'insight', 'focuspast']",1
White Man,texted,"['verb', 'social', 'drives', 'affiliation', 'focuspast']",1
White Man,iPhones,[],1
White Man,henna,[],1
White Man,snapchat,"['social', 'drives', 'affiliation', 'leisure', 'informal', 'netspeak']",12
White Man,story-wise,[],1
White Man,meh,"['informal', 'netspeak']",2
White Man,wealthier,"['adj', 'compare', 'affect', 'posemo', 'drives', 'power', 'money']",1
White Man,kinda,"['cogproc', 'tentat', 'informal', 'netspeak']",7
White Man,Quarren,[],1
White Man,presented,[],10
White Man,glacial,[],1
White Man,90-minute,[],1
White Man,sentences,[],2
White Man,presentation,['work'],3
White Man,swell,[],1
White Man,momentum,"['relativ', 'time']",5
White Man,transparent,[],1
White Man,shutting,[],1
White Man,misery,"['affect', 'negemo', 'anx', 'sad']",1
White Man,chord,[],1
White Man,Cooper,[],51
White Man,gaga,[],13
White Man,nearing,"['verb', 'relativ', 'space']",1
White Man,alcoholic,"['bio', 'health', 'ingest', 'leisure']",3
White Man,Gaga's,[],10
White Man,singing,"['verb', 'percept', 'hear', 'leisure']",82
White Man,rejuvenated,[],1
White Man,whirlwind,[],3
White Man,hangover,"['affect', 'negemo', 'bio', 'health']",1
White Man,Actors,[],1
White Man,interviewed,"['social', 'work']",4
White Man,Lipton,[],1
White Man,constructing,[],2
White Man,Gaga,[],23
White Man,mm,"['informal', 'netspeak', 'nonflu']",2
White Man,eight-mile,['number'],1
White Man,astoundingly,[],1
White Man,Elliot,[],1
White Man,shoo-in,[],3
White Man,Roadhouse,[],1
White Man,God's,[],1
White Man,sakes,[],1
White Man,Cooper's,[],12
White Man,tours,[],2
White Man,gigs,[],2
White Man,drain,[],1
White Man,Awards,[],5
White Man,charts,[],4
White Man,majorly,[],1
White Man,flowing,"['relativ', 'motion']",1
White Man,juice,"['bio', 'ingest']",2
White Man,transform,[],4
White Man,consume,[],1
White Man,Elliott,[],5
White Man,star's,[],1
White Man,cooper,[],2
White Man,singer-songwriter,[],1
White Man,decline,[],3
White Man,Ally,[],5
White Man,Shawn,[],2
White Man,Chandler,[],1
White Man,discover,"['cogproc', 'insight']",6
White Man,boils,['bio'],1
White Man,interconnected,[],1
White Man,nuanced,[],3
White Man,disappears,"['verb', 'percept', 'see', 'focuspresent']",3
White Man,Hangover,[],1
White Man,likewise,[],1
White Man,storyteller,[],4
White Man,hinting,[],1
White Man,ceteris,[],1
White Man,anticipation,['focusfuture'],3
White Man,Soundsystem,[],1
White Man,concert,"['percept', 'hear', 'leisure']",6
White Man,mirrors,[],1
White Man,quicker,"['adj', 'compare', 'relativ', 'time']",2
White Man,where's,"['verb', 'interrog', 'focuspresent', 'relativ', 'space']",1
White Man,musician,"['percept', 'hear', 'leisure']",25
White Man,alcoholism,"['bio', 'health', 'ingest', 'leisure']",3
White Man,sins,"['affect', 'negemo', 'relig']",1
White Man,1000%,[],1
White Man,crowd-pleaser,['social'],2
White Man,independent,"['cogproc', 'cause']",7
White Man,Horror,[],1
White Man,sang,"['verb', 'percept', 'hear', 'focuspast', 'leisure']",1
White Man,Dave,[],5
White Man,Chappelle,[],5
White Man,reinvents,[],1
White Man,collect,[],3
White Man,Sparks,[],2
White Man,foreshadowed,['focusfuture'],1
White Man,foreshadowing,['focusfuture'],2
White Man,hinted,[],1
White Man,predictability,['focusfuture'],2
White Man,misquote,[],1
White Man,strongest,"['adj', 'compare', 'affect', 'posemo', 'drives', 'power']",9
White Man,overshadows,[],1
White Man,spin,"['verb', 'focuspresent', 'relativ', 'motion']",5
White Man,task,[],5
White Man,III,[],5
White Man,95,[],2
White Man,concerts,"['percept', 'hear', 'leisure']",2
White Man,gate,"['relativ', 'space', 'home']",5
White Man,predicting,['focusfuture'],1
White Man,hypothesising,"['cogproc', 'tentat']",1
White Man,recognition,"['cogproc', 'insight']",4
White Man,array,[],2
White Man,comedians,"['affect', 'posemo', 'leisure']",2
White Man,Dice,[],6
White Man,Clay,[],6
White Man,sneezes,[],1
White Man,flexing,[],1
White Man,muscles,"['bio', 'body', 'health']",1
White Man,glamorize,"['affect', 'posemo']",1
White Man,dating,"['social', 'drives', 'affiliation', 'relativ', 'time']",4
White Man,professionally,['work'],1
White Man,damaged,"['affect', 'negemo']",2
White Man,joyride,"['affect', 'posemo']",1
White Man,takeaways,[],1
White Man,Fame,[],2
White Man,integrity,[],2
White Man,Fecteau,[],1
White Man,rack,[],1
White Man,Joey,[],2
White Man,tacular,[],2
White Man,Carsten,[],2
White Man,rehnquist,[],1
White Man,1977,[],1
White Man,suburbs,[],1
White Man,Waller,[],1
White Man,leather,"['percept', 'feel']",1
White Man,promoted,"['drives', 'achiev', 'reward', 'work']",1
White Man,dense,"['adj', 'relativ', 'space']",1
White Man,subjects,[],2
White Man,born',[],5
White Man,coming-up,[],1
White Man,smoothest,"['percept', 'feel']",1
White Man,remainder,[],1
White Man,constraints,[],1
White Man,tickets,['leisure'],2
White Man,chaotic,[],1
White Man,proposes,[],1
White Man,weirdest,"['adj', 'compare', 'affect', 'negemo']",2
White Man,uncomfortable,"['affect', 'negemo', 'anx']",10
White Man,repeats,"['relativ', 'time']",2
White Man,pasted,[],1
White Man,claustrophobic,[],5
White Man,mediums,[],1
White Man,close-ups,[],5
White Man,enhances,[],4
White Man,controlled,"['cogproc', 'cause', 'drives', 'power']",4
White Man,mentioning,['social'],4
White Man,Song,[],1
White Man,listened,"['verb', 'social', 'percept', 'hear', 'focuspast']",1
White Man,yada,[],3
White Man,overstays,[],1
White Man,oscar-nominated,[],1
White Man,dethroned,[],2
White Man,1937,[],3
White Man,1954,[],8
White Man,Judy,[],1
White Man,Garland,[],1
White Man,1976,[],1
White Man,Barbra,[],1
White Man,Streisand,[],1
White Man,preconceived,[],1
White Man,linings,[],1
White Man,playbook,[],1
White Man,sniper,[],4
White Man,machete,[],1
White Man,Sin,[],1
White Man,dame,"['social', 'female']",1
White Man,burden,"['affect', 'negemo']",2
White Man,sings,"['verb', 'percept', 'hear', 'focuspresent', 'leisure']",6
White Man,carried,"['verb', 'focuspast', 'relativ', 'motion']",4
White Man,fumes,"['affect', 'negemo', 'anger']",1
White Man,stumble,"['verb', 'focuspresent', 'relativ', 'motion']",1
White Man,tender,"['adj', 'affect', 'posemo', 'bio', 'health']",3
White Man,deepens,[],1
White Man,deteriorating,[],2
White Man,Alien,[],1
White Man,sensing,"['verb', 'cogproc', 'insight', 'percept']",1
White Man,skips,[],4
White Man,unit,[],6
White Man,handheld,[],2
White Man,sweat,"['bio', 'body']",1
White Man,victories,"['drives', 'achiev', 'power', 'reward']",4
White Man,sorrow,"['affect', 'negemo', 'sad']",2
White Man,fabulous,"['adj', 'affect', 'posemo']",4
White Man,intervene,[],1
White Man,pleasantly,"['affect', 'posemo']",2
White Man,spits,"['verb', 'bio', 'body', 'focuspresent']",1
White Man,white-knuckle,[],1
White Man,dwelt,[],1
White Man,inherently,[],2
White Man,unsurprising,[],1
White Man,collector's,[],1
White Man,item,[],2
White Man,who've,[],2
White Man,geek,"['affect', 'negemo', 'informal', 'swear']",3
White Man,Keys,[],1
White Man,offend,"['affect', 'negemo', 'anger']",2
White Man,Brandon,[],2
White Man,Nikita,[],1
White Man,rap,"['percept', 'hear', 'leisure']",1
White Man,waning,[],1
White Man,devoid,[],2
White Man,drugs,"['bio', 'health']",4
White Man,void,[],4
White Man,person's,['social'],5
White Man,screenwriting,[],3
White Man,unexplainable,[],1
White Man,lowlife,"['affect', 'negemo', 'sad', 'drives', 'power', 'relativ', 'space']",1
White Man,unfamous,[],1
White Man,Just,[],1
White Man,Dance,[],1
White Man,pokerface,[],1
White Man,tunes,"['percept', 'hear']",1
White Man,Hallie,[],1
White Man,hungry,"['bio', 'ingest']",3
White Man,Montana's,[],1
White Man,sells,"['verb', 'focuspresent', 'money']",4
White Man,topic,[],4
White Man,glamorous,"['affect', 'posemo']",2
White Man,fortunate,[],1
White Man,idolize,[],2
White Man,greener,[],1
White Man,celebrity,"['drives', 'power', 'leisure']",3
White Man,perks,[],2
White Man,athlete,['leisure'],1
White Man,catch-22,[],1
White Man,customers,"['work', 'money']",1
White Man,manipulating,"['cogproc', 'cause', 'drives', 'power']",2
White Man,jealousy,"['affect', 'negemo', 'anger']",2
White Man,loop,[],1
White Man,Bohemian,[],1
White Man,Rhapsody,[],2
White Man,reinvented,[],1
White Man,announced,[],2
White Man,remaking,[],1
White Man,odds,[],4
White Man,insurmountable,[],2
White Man,a-lister,"['drives', 'power']",1
White Man,co-write,[],1
White Man,retell,[],2
White Man,commitment,"['cogproc', 'certain']",4
White Man,facet,[],1
White Man,Waits,[],1
White Man,Leonard,[],1
White Man,Cohen,[],1
White Man,encapsulating,[],1
White Man,baring,[],1
White Man,openness,"['affect', 'posemo']",2
White Man,chances,[],6
White Man,promotional,"['drives', 'achiev', 'reward', 'work']",1
White Man,conductor's,[],1
White Man,hooks,[],2
White Man,swagger,[],1
White Man,blasting,[],1
White Man,raucous,[],1
White Man,thousands,['number'],8
White Man,goers,[],1
White Man,intimacy,[],1
White Man,predominantly,[],1
White Man,disservice,[],3
White Man,winds,[],4
White Man,ears,"['percept', 'hear', 'bio', 'body']",3
White Man,tremendous,[],6
White Man,coached,"['drives', 'power', 'leisure']",1
White Man,dressing,[],1
White Man,queens,"['social', 'female', 'drives', 'power']",1
White Man,brawl,[],1
White Man,detriment,[],1
White Man,verbally,[],2
White Man,disconnected,[],1
White Man,akin,[],1
White Man,musicals,"['percept', 'hear', 'leisure']",16
White Man,choreography,"['work', 'home']",14
White Man,arrangements,[],1
White Man,unsuccessfully,"['affect', 'negemo', 'sad', 'drives', 'achiev']",1
White Man,suspension,[],4
White Man,Jackson's,[],1
White Man,brothers,"['social', 'family', 'male', 'drives', 'affiliation']",39
White Man,familiarity,[],1
White Man,frustration,"['affect', 'negemo', 'anger']",5
White Man,fraternity,"['drives', 'affiliation']",1
White Man,noodles,"['bio', 'ingest']",1
White Man,brotherly,"['social', 'family', 'male', 'drives', 'affiliation']",3
White Man,Oscar's,[],1
White Man,Globes,[],3
White Man,rookie,"['drives', 'power']",1
White Man,earn,"['drives', 'achiev', 'reward', 'work']",3
White Man,poll,[],3
White Man,moviescom,['leisure'],1
White Man,coverage,"['relativ', 'space']",3
White Man,TIFF,[],1
White Man,school's,[],1
White Man,students,"['drives', 'power', 'work']",13
White Man,logo,[],2
White Man,bells,[],2
White Man,schools,['work'],11
White Man,Pixar,[],81
White Man,Amy,[],36
White Man,Poehler,[],5
White Man,Hader,[],3
White Man,chick,"['social', 'female']",1
White Man,Phyllis,[],4
White Man,Lewis,[],5
White Man,Mindy,[],2
White Man,Kaling,[],2
White Man,Riley,[],17
White Man,Minnesota,[],3
White Man,hockey,['leisure'],1
White Man,upturned,[],1
White Man,San,[],6
White Man,Francisco,[],5
White Man,personified,[],4
White Man,Riley's,[],8
White Man,anger,"['affect', 'negemo', 'anger']",24
White Man,disgust,"['affect', 'negemo']",12
White Man,disillusioned,"['affect', 'negemo', 'sad', 'cogproc', 'insight']",2
White Man,2006,[],1
White Man,ratatouille,[],3
White Man,toy,['leisure'],4
White Man,notwithstanding,"['function', 'adverb', 'cogproc', 'differ']",1
White Man,pit,[],1
White Man,Pixar's,[],11
White Man,comeback,[],2
White Man,sparkly,[],1
White Man,meat,"['bio', 'ingest']",3
White Man,chuckle,"['affect', 'posemo']",1
White Man,underused,[],1
White Man,hader,[],1
White Man,figment,[],1
White Man,rat,[],1
White Man,distortion,[],1
White Man,filter,[],1
White Man,pants,[],2
White Man,ball,['leisure'],4
White Man,subplot,[],8
White Man,joys,"['affect', 'posemo']",1
White Man,confines,[],2
White Man,reacts,"['cogproc', 'cause']",2
White Man,cautious,"['drives', 'risk']",1
White Man,similarly,"['adj', 'compare']",2
White Man,route,"['relativ', 'space']",8
White Man,finger,"['percept', 'feel', 'bio', 'body']",2
White Man,sadnesses,[],1
White Man,Considered,[],1
White Man,Animation,[],2
White Man,brave,"['affect', 'posemo']",4
White Man,monsters,[],12
White Man,University,[],5
White Man,immortal,"['relativ', 'time', 'relig', 'death']",1
White Man,revolves,"['verb', 'focuspresent', 'relativ', 'motion']",8
White Man,riley,[],4
White Man,excels,"['verb', 'affect', 'posemo', 'drives', 'achiev', 'focuspresent', 'work']",3
White Man,no-brainer,[],1
White Man,Night,[],8
White Man,Live,[],1
White Man,mindy,[],1
White Man,kaling,[],1
White Man,respectively,"['function', 'adverb', 'relativ', 'time']",3
White Man,lewis,[],2
White Man,reacted,"['cogproc', 'cause']",2
White Man,anatomy,[],1
White Man,tat,[],1
White Man,Woody,[],1
White Man,Buzz,[],3
White Man,van,[],3
White Man,woody,[],1
White Man,rocket,[],3
White Man,glimmer,[],1
White Man,damned,"['affect', 'negemo', 'anger', 'informal', 'swear']",2
White Man,4,[],12
White Man,scourge,[],2
White Man,Giacchino,[],2
White Man,pixar,[],11
White Man,mrs,"['social', 'female', 'drives', 'power']",21
White Man,lotions,[],1
White Man,orbs,[],1
White Man,curse,"['affect', 'negemo']",2
White Man,crappy-ass,[],1
White Man,shopped,"['leisure', 'money']",1
White Man,exhausted,"['affect', 'negemo', 'bio', 'health']",2
White Man,lame,"['affect', 'negemo', 'sad']",2
White Man,bastards,"['affect', 'negemo', 'anger', 'informal', 'swear']",1
White Man,arrangement,[],1
White Man,terminator,"['relativ', 'time']",2
White Man,lava,[],2
White Man,hawaiian,[],1
White Man,volcano,[],1
White Man,witnessed,[],1
White Man,clapped,"['percept', 'hear', 'focuspast']",2
White Man,clapping,"['percept', 'hear']",3
White Man,pixar's,[],1
White Man,san,[],1
White Man,francisco,[],1
White Man,nitpicking,[],2
White Man,bing,[],9
White Man,cakes,"['bio', 'ingest']",1
White Man,bongs,[],1
White Man,anxiety,"['affect', 'negemo', 'anx']",8
White Man,passionate,"['affect', 'posemo', 'bio', 'sexual']",4
White Man,pete,[],1
White Man,inc,['work'],2
White Man,bumbling,[],1
White Man,bong's,[],1
White Man,remembering,"['verb', 'cogproc', 'insight', 'focuspast']",3
White Man,feminine,"['adj', 'social', 'female']",1
White Man,prime,[],2
White Man,chad,[],2
White Man,harmony,"['affect', 'posemo', 'percept', 'hear']",3
White Man,Pete,[],3
White Man,docter,[],2
White Man,Monsters,[],2
White Man,Inc,[],3
White Man,snippy,[],2
White Man,Toy,[],9
White Man,float,[],2
White Man,phases,[],1
White Man,kid's,"['social', 'drives', 'power']",5
White Man,pander,[],1
White Man,useless,"['affect', 'negemo', 'sad', 'drives', 'power']",2
White Man,pooping,"['bio', 'body']",1
White Man,farting,[],1
White Man,burping,"['bio', 'body']",1
White Man,respects,"['drives', 'power']",4
White Man,scroll,[],1
White Man,benefits,"['affect', 'posemo', 'drives', 'reward', 'work']",1
White Man,aimed,[],2
White Man,Light,[],2
White Man,lush,[],3
White Man,breathtaking,"['bio', 'body']",2
White Man,Finding,[],2
White Man,Nemo,[],2
White Man,divulge,[],1
White Man,cried,"['verb', 'affect', 'negemo', 'sad', 'focuspast']",5
White Man,reflector,"['cogproc', 'insight']",1
White Man,mine's,[],1
White Man,11-year,[],1
White Man,uprooted,[],1
White Man,stressful,"['affect', 'negemo', 'anx']",3
White Man,Manning,[],1
White Man,recesses,[],2
White Man,subconscious,[],2
White Man,stable,[],2
White Man,metaphors,[],2
White Man,parables,[],1
White Man,situational,[],2
White Man,circumstance,[],3
White Man,Lu's,[],1
White Man,blackest,[],1
White Man,rarity,[],2
White Man,Joy's,[],1
White Man,inevitability,"['cogproc', 'certain']",2
White Man,undeniable,"['cogproc', 'certain']",1
White Man,chore,"['work', 'home']",1
White Man,fulfilled,"['drives', 'achiev', 'reward']",4
White Man,surpassed,"['drives', 'achiev', 'reward']",1
White Man,instant,"['relativ', 'time']",3
White Man,shelf,[],1
White Man,Thank,[],2
White Man,Larry,[],2
White Man,Cable,[],1
White Man,Guy,[],1
White Man,tow,[],1
White Man,Patrick,[],4
White Man,Bateman,[],1
White Man,Psycho,[],1
White Man,JK,[],1
White Man,Simmons,[],2
White Man,whiplash,[],1
White Man,Lois,[],1
White Man,bloom,[],1
White Man,Nightcrawler,[],1
White Man,steady,[],1
White Man,slapped,[],2
White Man,cave,[],5
White Man,oversized,[],2
White Man,toys,['leisure'],1
White Man,dinger,[],1
White Man,turtles,[],1
White Man,bathtub,"['leisure', 'home']",2
White Man,teared,[],2
White Man,trickle,[],1
White Man,cheek,"['bio', 'body']",1
White Man,sour,"['adj', 'percept']",1
White Man,patch,[],1
White Man,eyeball,"['verb', 'percept', 'see', 'bio', 'body']",1
White Man,vibes,[],5
White Man,beneficial,"['affect', 'posemo']",2
White Man,comical,['leisure'],4
White Man,elbow,"['bio', 'body']",1
White Man,regard,[],10
White Man,watery,[],1
White Man,gum,[],1
White Man,uppercut,[],1
White Man,tour,[],3
White Man,nook,[],1
White Man,cranny,[],1
White Man,top-secret,[],1
White Man,annotation,[],1
White Man,thumbnail,[],1
White Man,requested,"['social', 'drives', 'power']",1
White Man,Hunter,[],1
White Man,inside-out,[],4
White Man,Reilly,[],2
White Man,dictate,"['drives', 'power']",3
White Man,behaviors,"['relativ', 'motion']",3
White Man,decision-making,"['cogproc', 'insight']",2
White Man,inhaled,"['bio', 'body']",1
White Man,exceptional,[],2
White Man,addresses,[],1
White Man,facing,[],4
White Man,headquarters,[],1
White Man,difficulty,"['affect', 'negemo', 'drives', 'risk']",3
White Man,insecurity,"['affect', 'negemo', 'anx', 'drives', 'power']",1
White Man,stabilize,[],1
White Man,admirably,"['affect', 'posemo']",1
White Man,voicing,"['percept', 'hear']",1
White Man,uninspired,[],1
White Man,competitors,"['drives', 'achiev', 'power', 'work']",2
White Man,strings,[],3
White Man,respond,['social'],3
White Man,recognized,"['cogproc', 'insight']",3
White Man,Dory,[],1
White Man,killjoy,"['affect', 'negemo', 'anger', 'death']",1
White Man,doses,"['bio', 'health']",5
White Man,onward,['focusfuture'],1
White Man,remiss,[],1
White Man,pro,[],1
White Man,kiddush,[],1
White Man,appease,[],1
White Man,chuckling,"['affect', 'posemo']",3
White Man,versatile,[],3
White Man,family-friendly,[],9
White Man,executes,[],2
White Man,ripe,[],1
White Man,wherever,"['function', 'adverb', 'conj', 'interrog', 'relativ', 'space']",5
White Man,fox,[],2
White Man,ocation,[],1
White Man,Africa's,[],1
White Man,Alicia,[],2
White Man,Malone's,[],2
White Man,Club,[],3
White Man,offs,[],1
White Man,Amanda,[],1
White Man,frank,[],2
White Man,faintest,"['bio', 'health']",1
White Man,month's,"['relativ', 'time']",1
White Man,widower,"['social', 'family']",2
White Man,madly,[],3
White Man,Rebecca's,[],7
White Man,Hitchcock's,[],19
White Man,Lynne,[],1
White Man,Alouette,[],1
White Man,rid,[],6
White Man,foul,[],2
White Man,jon-fen,[],1
White Man,Fontaine,[],14
White Man,credibly,[],1
White Man,replay,[],1
White Man,Robbie,[],4
White Man,Webster,[],1
White Man,yesterday's,"['focuspast', 'relativ', 'time']",1
White Man,99%,[],2
White Man,Chataway,[],1
White Man,mondo,[],1
White Man,forty,[],1
White Man,editions,['work'],1
White Man,Edition,[],3
White Man,Criterion,[],2
White Man,extras,[],5
White Man,someday,"['cogproc', 'tentat', 'focusfuture']",1
White Man,criterium,[],2
White Man,net,[],2
White Man,outstanding,"['adj', 'cogproc', 'discrep']",13
White Man,honorary,"['affect', 'posemo', 'drives', 'achiev', 'power']",2
White Man,Joan,[],14
White Man,winter,"['relativ', 'time']",6
White Man,Maxim,[],2
White Man,Monte,[],2
White Man,Carlo,[],2
White Man,Mandalay,[],7
White Man,danvers',[],5
White Man,Fontaine's,[],6
White Man,failure,"['affect', 'negemo', 'sad', 'drives', 'achiev', 'power', 'risk', 'work']",2
White Man,first-hand,[],1
White Man,suspicion,"['affect', 'negemo', 'anx', 'cogproc', 'insight']",2
White Man,Bryan,[],2
White Man,kick-started,[],1
White Man,coined,[],1
White Man,Fifi,[],1
White Man,Rashomon,[],2
White Man,Gothic,[],3
White Man,teachers,"['drives', 'power', 'work']",2
White Man,lent,[],1
White Man,copy,[],6
White Man,sale,['money'],2
White Man,rewatching,[],1
White Man,forgotten,"['verb', 'focuspast']",8
White Man,rediscovered,[],1
White Man,referred,"['cogproc', 'insight']",3
White Man,Dewinter,[],6
White Man,maximilian,[],1
White Man,Wynter,[],3
White Man,Morocco,[],1
White Man,whisked,[],2
White Man,evolved,[],2
White Man,goings,[],1
White Man,max's,[],1
White Man,rebecca,[],31
White Man,sunk,"['verb', 'focuspast', 'relativ', 'motion']",1
White Man,drowned,['death'],2
White Man,excitedly,"['affect', 'posemo', 'drives', 'reward']",1
White Man,depressive,"['affect', 'negemo', 'sad']",1
White Man,slump,[],1
White Man,unnerved,[],1
White Man,servants,"['drives', 'power']",2
White Man,doubting,"['affect', 'negemo', 'anx', 'cogproc', 'tentat', 'drives', 'risk']",2
White Man,initials,"['relativ', 'time']",1
White Man,pillows,['home'],1
White Man,birds,[],5
White Man,visualization,[],1
White Man,rooms,"['relativ', 'space', 'home']",7
White Man,seductive,"['bio', 'sexual']",3
White Man,irresistible,[],2
White Man,decadence,"['relativ', 'time']",1
White Man,novels,['leisure'],3
White Man,working-class,[],2
White Man,docile,[],1
White Man,interviewers,"['social', 'work']",1
White Man,commentators,['social'],1
White Man,discusses,['social'],5
White Man,newborn,['social'],1
White Man,fawn,[],1
White Man,self-confidence,[],1
White Man,classically,[],1
White Man,bromance,[],1
