group,word,categories,count
White Woman,happen,"['verb', 'focuspresent']",73
White Woman,complete,"['cogproc', 'certain']",24
White Woman,faith,"['affect', 'posemo', 'relig']",10
White Woman,they'll,"['function', 'pronoun', 'ppron', 'they', 'auxverb', 'verb', 'social', 'focusfuture']",9
White Woman,mistakes,"['affect', 'negemo', 'cogproc', 'discrep']",6
White Woman,overall,"['cogproc', 'tentat']",75
White Woman,seasoned,"['relativ', 'time']",1
White Woman,themselves,"['function', 'pronoun', 'ppron', 'they', 'social']",39
White Woman,prepared,['focusfuture'],4
White Woman,representation,[],16
White Woman,women,"['social', 'female']",39
White Woman,man,"['social', 'male']",113
White Woman,days,"['relativ', 'time']",27
White Woman,tear,[],9
White Woman,eye,"['verb', 'percept', 'see', 'bio', 'body']",18
White Woman,criticized,"['affect', 'negemo', 'anger']",3
White Woman,fridge,['home'],2
White Woman,Gamora,[],1
White Woman,surprise,"['affect', 'posemo']",16
White Woman,kidding,"['affect', 'posemo', 'social']",5
White Woman,gasped,[],2
White Woman,theater,['leisure'],75
White Woman,simply,"['function', 'adverb']",14
White Woman,fellow,"['social', 'friend', 'male']",8
White Woman,warriors,[],3
White Woman,committed,"['cogproc', 'certain']",4
White Woman,risk,"['affect', 'negemo', 'anx', 'drives', 'risk']",8
White Woman,Mary,[],6
White Woman,Sue's,[],1
White Woman,male,"['social', 'male']",14
White Woman,counterparts,[],2
White Woman,could,"['function', 'auxverb', 'verb', 'cogproc', 'discrep']",302
White Woman,happier,"['adj', 'compare', 'affect', 'posemo']",3
White Woman,door,"['relativ', 'space', 'home']",11
White Woman,closed,"['relativ', 'space']",10
White Woman,Stuckey,[],1
White Woman,alas,[],3
White Woman,window,['home'],12
White Woman,opened,"['relativ', 'space']",12
White Woman,Captain,[],7
White Woman,smidge,[],1
White Woman,distinctly,"['cogproc', 'certain', 'differ']",1
White Woman,overtly,[],3
White Woman,slight,['adj'],3
White Woman,rainbow,[],2
White Woman,breeze,[],1
White Woman,brie,[],1
White Woman,Larson,[],2
White Woman,choices,"['cogproc', 'insight']",23
White Woman,particular,"['adj', 'compare']",40
White Woman,anything,"['function', 'pronoun', 'ipron', 'cogproc', 'tentat']",156
White Woman,realize,"['verb', 'cogproc', 'insight', 'focuspresent']",29
White Woman,alot,"['quant', 'cogproc', 'tentat']",1
White Woman,team,"['social', 'drives', 'affiliation', 'achiev', 'work', 'leisure']",37
White Woman,player,[],2
White Woman,gun,[],5
White Woman,taking,"['verb', 'drives', 'reward']",41
White Woman,direction,"['relativ', 'space']",29
White Woman,performance,['work'],85
White Woman,camera,[],28
White Woman,single,"['adj', 'number', 'quant']",74
White Woman,gets,"['verb', 'drives', 'reward', 'focuspresent']",100
White Woman,chance,"['cogproc', 'tentat']",21
White Woman,shine,"['percept', 'see']",8
White Woman,thanks,"['verb', 'affect', 'posemo', 'focuspresent']",36
White Woman,script,[],47
White Woman,Christopher,[],30
White Woman,Markus,[],2
White Woman,Stephen,[],5
White Woman,McFeely,[],2
White Woman,addition,[],14
White Woman,development,['work'],22
White Woman,clever,"['adj', 'affect', 'posemo']",23
White Woman,elements,[],27
White Woman,coming,"['verb', 'focusfuture', 'relativ', 'motion']",89
White Woman,smart,"['adj', 'affect', 'posemo']",25
White Woman,danger,"['affect', 'negemo', 'drives', 'risk']",11
White Woman,missing,"['verb', 'affect', 'negemo', 'sad']",13
White Woman,concern,"['drives', 'risk']",1
White Woman,edge,"['percept', 'relativ', 'space']",19
White Woman,biting,[],2
White Woman,lip,"['bio', 'body']",2
White Woman,god,"['drives', 'power', 'relig']",64
White Woman,consequences,"['cogproc', 'cause', 'drives', 'risk']",5
White Woman,feely,[],1
White Woman,asked,"['verb', 'social', 'focuspast']",24
White Woman,organically,[],2
White Woman,favorite,"['adj', 'affect', 'posemo']",175
White Woman,tough,"['adj', 'affect']",27
White Woman,quick,"['relativ', 'time']",22
White Woman,list,[],25
White Woman,Chris,[],38
White Woman,Hemsworth,[],13
White Woman,nowhere,"['function', 'negate', 'cogproc', 'certain', 'relativ', 'space']",6
White Woman,else,"['cogproc', 'differ']",78
White Woman,Thor,[],77
White Woman,blows,[],5
White Woman,he's,"['function', 'pronoun', 'ppron', 'shehe', 'auxverb', 'verb', 'social', 'male', 'focuspresent']",426
White Woman,thor,[],17
White Woman,ragnarok,[],14
White Woman,momentum,"['relativ', 'time']",3
White Woman,dad,"['social', 'family', 'male']",18
White Woman,fan,[],78
White Woman,thrilled,"['affect', 'posemo']",7
White Woman,Scarlett,[],2
White Woman,Johansson,[],2
White Woman,Paul,[],3
White Woman,rah,[],1
White Woman,loud,"['percept', 'hear']",20
White Woman,listening,"['verb', 'social', 'percept', 'hear']",18
White Woman,headphones,[],1
White Woman,communicate,"['social', 'drives', 'affiliation']",18
White Woman,Rudd,[],1
White Woman,Mark,[],17
White Woman,Ruffalo,[],10
White Woman,Hulk,[],20
White Woman,humor,"['affect', 'posemo']",48
White Woman,balance,[],27
White Woman,seriousness,"['affect', 'negemo']",3
White Woman,funny,"['adj', 'affect', 'posemo']",123
White Woman,Karen,[],7
White Woman,Gillan,[],1
White Woman,nebula,[],1
White Woman,meaty,"['bio', 'ingest']",1
White Woman,storyline,[],15
White Woman,involved,['social'],21
White Woman,plot,[],86
White Woman,points,[],30
White Woman,Downey,[],1
White Woman,Evans,[],3
White Woman,Ian,[],1
White Woman,wished,"['verb', 'cogproc', 'discrep', 'focuspast']",4
White Woman,pause,[],7
White Woman,or,"['function', 'conj', 'cogproc', 'tentat', 'differ']",602
White Woman,rewind,[],2
White Woman,charging,[],1
White Woman,battle,"['affect', 'negemo', 'anger', 'drives', 'power']",22
White Woman,detail,[],23
White Woman,panel,[],1
White Woman,each,['quant'],78
White Woman,fly,"['verb', 'relativ', 'motion']",6
White Woman,tickets,['leisure'],6
White Woman,Saturday,[],7
White Woman,won't,"['function', 'auxverb', 'negate', 'verb', 'focusfuture']",37
White Woman,hands,"['percept', 'feel', 'bio', 'body']",15
White Woman,certain,"['affect', 'posemo', 'cogproc', 'certain']",58
White Woman,frames,[],1
White Woman,wanted,"['verb', 'cogproc', 'discrep', 'focuspast']",113
White Woman,eyes,"['verb', 'percept', 'see', 'bio', 'body']",45
White Woman,cases,[],3
White Woman,luck,"['affect', 'posemo', 'cogproc', 'tentat', 'drives', 'reward']",8
White Woman,happening,"['verb', 'relativ', 'time']",59
White Woman,wow,"['affect', 'posemo']",37
White Woman,charts,[],1
White Woman,guys,"['social', 'friend', 'male']",252
White Woman,streaming,[],17
White Woman,instant,"['relativ', 'time']",8
White Woman,classic,['adj'],57
White Woman,incredible,['adj'],78
White Woman,win,"['affect', 'posemo', 'drives', 'achiev', 'power', 'reward']",30
White Woman,Oscars,[],23
White Woman,outside,"['function', 'prep', 'relativ', 'space']",29
White Woman,asking,"['verb', 'social']",15
White Woman,Best,[],53
White Woman,Picture,[],15
White Woman,Back,[],1
White Woman,Future,[],2
White Woman,sound,"['percept', 'hear']",81
White Woman,special,"['adj', 'affect', 'posemo']",35
White Woman,highlights,[],9
White Woman,unique,"['adj', 'compare']",35
White Woman,built,[],19
White Woman,ten,['number'],16
White Woman,uniqueness,[],3
White Woman,fighting,"['affect', 'negemo', 'anger', 'social']",29
White Woman,art,['leisure'],33
White Woman,recognizes,"['cogproc', 'insight']",3
White Woman,spend,"['verb', 'focuspresent', 'money']",11
White Woman,capital,[],2
White Woman,shows,"['percept', 'see']",56
White Woman,AMC,[],1
White Woman,marathon,['leisure'],1
White Woman,sprint,"['relativ', 'motion']",1
White Woman,juggernaut,[],2
White Woman,become,"['function', 'auxverb', 'verb', 'cogproc', 'insight', 'focuspresent']",52
White Woman,business,"['work', 'money']",23
White Woman,decisions,"['cogproc', 'insight']",13
White Woman,hear,"['verb', 'social', 'percept', 'hear', 'focuspresent']",80
White Woman,creative,"['adj', 'affect', 'posemo', 'cogproc', 'cause', 'drives', 'achiev']",28
White Woman,match,[],6
White Woman,unstoppable,[],3
White Woman,worthy,[],3
White Woman,challenger,"['affect', 'posemo', 'drives', 'achiev', 'work']",1
White Woman,Jane,[],7
White Woman,Camryn's,[],1
White Woman,box,[],18
White Woman,office,['work'],23
White Woman,all-time,[],7
White Woman,box-office,[],3
White Woman,deserves,[],19
White Woman,honor,"['affect', 'posemo', 'drives', 'achiev', 'power']",3
White Woman,highest-grossing,[],1
White Woman,breaks,[],12
White Woman,billion,['number'],2
White Woman,dollar,['money'],3
White Woman,club,"['drives', 'affiliation', 'leisure']",2
White Woman,worth,['money'],41
White Woman,stand,[],26
White Woman,Oscar,[],41
White Woman,deserving,[],5
White Woman,suggest,['social'],6
White Woman,screen,"['percept', 'see']",99
White Woman,tiny,"['adj', 'drives', 'power', 'relativ', 'space']",6
White Woman,possible,"['cogproc', 'tentat']",24
White Woman,avoid,"['affect', 'negemo', 'anx', 'drives', 'risk']",9
White Woman,impossible,"['adj', 'cogproc', 'discrep']",7
White Woman,exciting,"['adj', 'affect', 'posemo', 'drives', 'reward']",27
White Woman,might,"['function', 'auxverb', 'verb', 'cogproc', 'tentat', 'focusfuture']",133
White Woman,help,"['social', 'drives', 'affiliation', 'power']",66
White Woman,online,[],7
White Woman,politely,"['affect', 'posemo', 'social']",1
White Woman,excuse,['social'],6
White Woman,yourself,"['function', 'pronoun', 'ppron', 'you', 'social']",42
White Woman,yourselves,"['function', 'pronoun', 'ppron', 'you', 'social']",2
White Woman,favor,"['affect', 'posemo']",6
White Woman,ruin,"['affect', 'negemo', 'sad']",18
White Woman,bathroom,"['leisure', 'home']",10
White Woman,sorry,"['adj', 'affect', 'negemo', 'sad']",61
White Woman,inch,"['relativ', 'space']",2
White Woman,minute,"['relativ', 'time']",26
White Woman,miss,"['verb', 'affect', 'negemo', 'sad', 'focuspresent']",32
White Woman,avoiding,"['affect', 'negemo', 'anx', 'drives', 'risk']",2
White Woman,until,"['function', 'prep', 'conj', 'relativ', 'time']",57
White Woman,leave,"['verb', 'focuspresent', 'relativ', 'motion']",57
White Woman,monitor,"['percept', 'see']",1
White Woman,deleting,[],1
White Woman,putting,"['relativ', 'motion']",18
White Woman,block,[],3
White Woman,free,"['adj', 'affect', 'posemo', 'money']",21
White Woman,Phyllis,[],4
White Woman,Susie,[],1
White Woman,ya,"['function', 'pronoun', 'ppron', 'you', 'social', 'informal', 'netspeak']",8
White Woman,blessed,"['affect', 'posemo', 'relig']",2
White Woman,reels,[],1
White Woman,today,"['focuspresent', 'relativ', 'time']",118
White Woman,Thursday's,[],1
White Woman,version,"['cogproc', 'differ']",30
White Woman,throwback,[],2
White Woman,Thursdays,[],2
White Woman,today's,"['focuspresent', 'relativ', 'time']",10
White Woman,reviewing,['work'],42
White Woman,Charlie,[],10
White Woman,Chaplin's,[],3
White Woman,1936,[],2
White Woman,played,"['verb', 'affect', 'posemo', 'focuspast', 'leisure']",98
White Woman,Chaplin,[],7
White Woman,factory,['work'],5
White Woman,sits,"['verb', 'focuspresent', 'relativ', 'space']",3
White Woman,screws,"['affect', 'negemo', 'anger', 'bio', 'sexual', 'informal', 'swear']",2
White Woman,wrenches,[],1
White Woman,nuts,[],5
White Woman,bolts,[],1
White Woman,assembly,['social'],2
White Woman,stops,"['drives', 'risk', 'relativ', 'time']",5
White Woman,break,['relativ'],18
White Woman,twitch,"['verb', 'bio', 'health', 'focuspresent', 'relativ', 'motion']",1
White Woman,inhuman,[],1
White Woman,mechanics,[],5
White Woman,industrialized,['work'],1
White Woman,keeps,"['verb', 'focuspresent']",25
White Woman,nobody,"['function', 'pronoun', 'ipron', 'negate']",38
White Woman,cares,"['verb', 'affect', 'posemo', 'focuspresent']",9
White Woman,boss,"['drives', 'power', 'work']",3
White Woman,must,"['function', 'auxverb', 'verb', 'cogproc', 'discrep', 'certain']",27
White Woman,production,"['cogproc', 'cause', 'work']",23
White Woman,shifts,[],8
White Woman,absolutely,"['function', 'adverb', 'cogproc', 'certain', 'informal', 'assent']",129
White Woman,hospital,"['bio', 'health']",5
White Woman,recuperate,[],1
White Woman,wants,"['verb', 'cogproc', 'discrep', 'focuspresent', 'focusfuture']",60
White Woman,job,['work'],119
White Woman,walking,"['verb', 'relativ', 'motion']",18
White Woman,street,"['relativ', 'space']",2
White Woman,construction,['work'],4
White Woman,truck,[],6
White Woman,dropped,[],2
White Woman,red,"['adj', 'percept', 'see']",19
White Woman,flag,[],3
White Woman,holding,[],10
White Woman,forgot,"['verb', 'focuspast']",10
White Woman,communist,"['social', 'drives', 'affiliation']",1
White Woman,rally,[],2
White Woman,police,"['drives', 'power', 'work']",10
White Woman,leader,"['social', 'drives', 'achiev', 'power', 'work']",11
White Woman,behind,"['function', 'prep', 'relativ', 'space']",60
White Woman,him,"['function', 'pronoun', 'ppron', 'shehe', 'social', 'male']",394
White Woman,guy,"['social', 'friend', 'male']",86
White Woman,thrown,"['verb', 'focuspast', 'relativ', 'motion']",6
White Woman,jail,[],5
White Woman,model,[],5
White Woman,prisoner,"['drives', 'power']",2
White Woman,cocaine,[],3
White Woman,somehow,"['function', 'adverb', 'cogproc', 'tentat']",14
White Woman,prisoners,"['drives', 'power']",7
White Woman,around,"['function', 'prep', 'adverb', 'relativ', 'space']",127
White Woman,saves,[],3
White Woman,lives,"['verb', 'bio', 'health', 'focuspresent']",50
White Woman,cops,"['drives', 'power']",2
White Woman,escape,"['drives', 'risk', 'relativ', 'motion']",6
White Woman,tries,"['verb', 'drives', 'achiev', 'focuspresent']",18
White Woman,find,"['verb', 'cogproc', 'insight', 'focuspresent']",91
White Woman,letter,['social'],4
White Woman,sheriff,[],2
White Woman,runs,"['verb', 'focuspresent', 'relativ', 'motion']",7
White Woman,girl,"['social', 'female']",83
White Woman,who's,"['function', 'pronoun', 'ipron', 'verb', 'interrog', 'social', 'focuspresent']",57
White Woman,gamin,[],7
White Woman,paulette,[],2
White Woman,goddard,[],2
White Woman,alone,"['adj', 'affect', 'negemo', 'sad']",31
White Woman,father,"['social', 'family', 'male']",21
White Woman,killed,"['affect', 'negemo', 'anger', 'death']",16
White Woman,sisters,"['social', 'family', 'female', 'drives', 'affiliation']",4
White Woman,younger,"['adj', 'compare', 'relativ', 'time']",26
White Woman,orphanage,[],1
White Woman,herself,"['function', 'pronoun', 'ppron', 'shehe', 'social', 'female']",43
White Woman,manages,"['verb', 'drives', 'power', 'focuspresent', 'work']",6
White Woman,minds,[],1
White Woman,saving,['money'],7
White Woman,liked,"['verb', 'affect', 'posemo', 'focuspast']",139
White Woman,himself,"['function', 'pronoun', 'ppron', 'shehe', 'social', 'male']",57
White Woman,newspaper,[],7
White Woman,quiet,"['adj', 'percept', 'hear']",61
White Woman,finding,"['cogproc', 'insight']",15
White Woman,live,"['verb', 'bio', 'health', 'focuspresent']",44
White Woman,gammon,[],1
White Woman,cute,"['adj', 'affect', 'posemo']",29
White Woman,adorable,"['affect', 'posemo']",8
White Woman,jobs,['work'],5
White Woman,attempts,[],5
White Woman,trance,[],2
White Woman,dance,"['social', 'drives', 'affiliation', 'relativ', 'motion', 'leisure']",6
White Woman,restaurant,"['bio', 'ingest', 'leisure']",3
White Woman,singing,"['verb', 'percept', 'hear', 'leisure']",13
White Woman,waiter,[],1
White Woman,sing,"['verb', 'percept', 'hear', 'focuspresent', 'leisure']",11
White Woman,routine,[],5
White Woman,managed,"['verb', 'drives', 'power', 'focuspast', 'work']",7
White Woman,steady,[],1
White Woman,Children's,[],1
White Woman,Services,[],1
White Woman,agents,['work'],1
White Woman,ones,[],43
White Woman,dreams,['leisure'],9
White Woman,home,['home'],72
White Woman,somewhere,"['function', 'pronoun', 'adverb', 'cogproc', 'tentat', 'relativ', 'space']",14
White Woman,furniture,['home'],2
White Woman,food,"['bio', 'ingest']",9
White Woman,feels,"['verb', 'cogproc', 'insight', 'percept', 'feel', 'focuspresent']",117
White Woman,lost,"['verb', 'affect', 'negemo', 'sad', 'drives', 'achiev', 'focuspast']",28
White Woman,prospective,['focusfuture'],1
White Woman,says,"['verb', 'social', 'percept', 'hear', 'focuspresent']",47
White Woman,die,"['verb', 'focuspresent', 'death']",28
White Woman,walk,"['verb', 'focuspresent', 'relativ', 'motion']",17
White Woman,road,"['relativ', 'space']",23
White Woman,i,"['function', 'pronoun', 'ppron', 'i']",1031
White Woman,ever,"['function', 'adverb', 'cogproc', 'certain', 'relativ', 'time']",140
White Woman,adored,"['affect', 'posemo']",3
White Woman,started,"['verb', 'focuspast', 'relativ', 'time']",40
White Woman,genius,[],8
White Woman,social,"['social', 'drives', 'affiliation']",54
White Woman,commentary,['social'],54
White Woman,comedies,"['affect', 'posemo', 'leisure']",9
White Woman,wasn't,"['function', 'auxverb', 'negate', 'verb', 'cogproc', 'differ', 'focuspast']",166
White Woman,in-your-face,[],4
White Woman,force,"['cogproc', 'cause', 'drives', 'power']",32
White Woman,throat,"['bio', 'body']",4
White Woman,showing,"['percept', 'see']",26
White Woman,plight,[],1
White Woman,country,"['relativ', 'space']",12
White Woman,Great,[],1
White Woman,Depression,[],1
White Woman,everybody,"['function', 'pronoun', 'ipron', 'social', 'cogproc', 'certain']",92
White Woman,starving,"['verb', 'bio', 'ingest']",2
White Woman,needed,"['verb', 'cogproc', 'discrep', 'focuspast']",34
White Woman,money,['money'],11
White Woman,triumph,"['affect', 'posemo', 'drives', 'achiev', 'reward']",2
White Woman,life,"['bio', 'health']",236
White Woman,telling,"['verb', 'social']",34
White Woman,message,"['social', 'drives', 'affiliation']",27
White Woman,buck,['money'],1
White Woman,quote,[],16
White Woman,resonates,[],2
White Woman,since,"['function', 'prep', 'cogproc', 'cause', 'relativ', 'time']",68
White Woman,washed,"['verb', 'bio', 'health', 'focuspast']",4
White Woman,struggling,"['affect', 'negemo', 'anx', 'drives', 'power']",16
White Woman,currently,"['focuspresent', 'relativ', 'time']",9
White Woman,filming,['leisure'],11
White Woman,unemployed,['work'],3
White Woman,sucks,"['verb', 'affect', 'negemo', 'anger', 'focuspresent', 'informal', 'swear']",9
White Woman,loans,"['drives', 'power', 'money']",1
White Woman,parents,"['social', 'family', 'drives', 'affiliation']",32
White Woman,situation,[],64
White Woman,mirroring,[],3
White Woman,30s,[],8
White Woman,machines,[],4
White Woman,replacing,"['verb', 'relativ', 'motion']",1
White Woman,workforce,[],1
White Woman,industry,['work'],7
White Woman,causing,"['cogproc', 'cause']",3
White Woman,issues,[],15
White Woman,people's,['social'],10
White Woman,everybody's,"['function', 'pronoun', 'ipron', 'social', 'cogproc', 'certain']",11
White Woman,gettin,[],1
White Woman,laid,"['verb', 'focuspast']",5
White Woman,places,"['relativ', 'space']",12
White Woman,factories,['work'],1
White Woman,silent,"['percept', 'hear']",11
White Woman,silence,"['percept', 'hear']",20
White Woman,disappeared,"['verb', 'percept', 'see', 'focuspast']",2
White Woman,tramps,[],1
White Woman,goodbye,['social'],15
White Woman,buy,['money'],29
White Woman,owner,"['social', 'drives', 'power']",1
White Woman,television,['leisure'],7
White Woman,screens,[],4
White Woman,tells,"['verb', 'social', 'focuspresent']",27
White Woman,somebody,"['function', 'pronoun', 'ipron', 'social', 'cogproc', 'tentat']",58
White Woman,dead,['death'],41
White Woman,section,"['quant', 'relativ', 'space']",26
White Woman,number,[],63
White Woman,5,[],23
White Woman,faster,"['adj', 'compare', 'relativ', 'motion', 'time']",4
White Woman,radio,"['percept', 'hear', 'leisure']",4
White Woman,interesting,"['affect', 'posemo']",120
White Woman,technologies,[],1
White Woman,iphone,[],1
White Woman,computer,['work'],5
White Woman,sitting,"['verb', 'relativ', 'space']",36
White Woman,cars,[],7
White Woman,typewriter,[],1
White Woman,telephone,"['social', 'percept', 'hear']",1
White Woman,basic,['adj'],19
White Woman,everywhere,"['function', 'adverb', 'cogproc', 'certain', 'relativ', 'space']",18
White Woman,medium,[],14
White Woman,everything,"['function', 'pronoun', 'ipron', 'social', 'cogproc', 'certain']",210
White Woman,simple,['adj'],33
White Woman,premise,[],19
White Woman,comfort,"['affect', 'posemo']",8
White Woman,lift,[],1
White Woman,spirits,['relig'],2
White Woman,yes,"['informal', 'assent']",97
White Woman,dream,['leisure'],8
White Woman,realized,"['verb', 'cogproc', 'insight', 'focuspast']",35
White Woman,lies,"['affect', 'negemo', 'anger']",6
White Woman,please,"['affect', 'posemo']",95
White Woman,hilarious,"['affect', 'posemo']",27
White Woman,silly,"['adj', 'affect', 'posemo']",3
White Woman,Paulette,[],1
White Woman,Goddard,[],1
White Woman,26,[],1
White Woman,old,"['relativ', 'time']",99
White Woman,feisty,[],1
White Woman,woman,"['social', 'female']",59
White Woman,attitude,[],6
White Woman,feistiness,[],1
White Woman,thumbs,"['bio', 'body']",27
White Woman,comment,['social'],37
White Woman,whatever,"['function', 'pronoun', 'ipron', 'interrog']",55
White Woman,forget,"['verb', 'focuspresent']",66
White Woman,subscribe,[],83
White Woman,button,[],21
White Woman,reviews,['work'],56
White Woman,hello,"['social', 'drives', 'affiliation']",37
White Woman,Citizen,[],13
White Woman,Kane,[],22
White Woman,1941,[],1
White Woman,directed,[],90
White Woman,Orson,[],6
White Woman,Welles,[],18
White Woman,co-wrote,[],1
White Woman,starred,[],2
White Woman,produced,"['cogproc', 'cause', 'work']",10
White Woman,knew,"['verb', 'cogproc', 'insight', 'focuspast']",62
White Woman,worse,"['adj', 'compare', 'affect', 'negemo', 'drives', 'risk', 'focuspresent']",11
White Woman,damn,"['affect', 'negemo', 'anger', 'informal', 'swear']",13
White Woman,eventually,"['function', 'adverb', 'focusfuture', 'relativ', 'time']",25
White Woman,needs,"['verb', 'cogproc', 'discrep', 'focuspresent']",40
White Woman,introduction,[],6
White Woman,sent,"['verb', 'social', 'focuspast', 'relativ', 'motion']",12
White Woman,file,[],3
White Woman,feed,"['bio', 'ingest']",1
White Woman,inception,[],7
White Woman,person,['social'],93
White Woman,25,[],5
White Woman,kid,"['social', 'drives', 'power']",37
White Woman,considered,"['verb', 'cogproc', 'insight']",13
White Woman,child,"['social', 'drives', 'power']",34
White Woman,prodigy,[],3
White Woman,ambitious,"['adj', 'drives', 'achiev', 'power', 'work']",13
White Woman,grew,"['verb', 'focuspast', 'relativ', 'motion']",10
White Woman,iconoclast,[],1
White Woman,changed,"['verb', 'cogproc', 'cause', 'focuspast', 'relativ', 'motion']",12
White Woman,kinds,"['cogproc', 'differ']",21
White Woman,forms,[],5
White Woman,Broadway,[],8
White Woman,went,"['verb', 'focuspast', 'relativ', 'motion']",79
White Woman,New,[],17
White Woman,York,[],11
White Woman,age,"['drives', 'power', 'relativ', 'time']",19
White Woman,21,[],4
White Woman,famous,"['drives', 'power']",21
White Woman,performances,['work'],53
White Woman,Shakespearean,[],2
White Woman,infamous,"['drives', 'power']",2
White Woman,War,[],16
White Woman,Worlds,[],1
White Woman,broadcast,[],1
White Woman,23,[],3
White Woman,late,"['adj', 'relativ', 'time']",25
White Woman,fire,"['percept', 'feel']",19
White Woman,bowed,[],1
White Woman,Hollywood,[],44
White Woman,mecca,['relig'],1
White Woman,gave,"['verb', 'social', 'focuspast']",27
White Woman,control,"['cogproc', 'cause', 'drives', 'power']",29
White Woman,ideas,"['cogproc', 'insight']",33
White Woman,total,"['quant', 'cogproc', 'certain']",12
White Woman,staggers,[],1
White Woman,imagination,"['cogproc', 'insight']",3
White Woman,unheard,[],1
White Woman,known,"['verb', 'cogproc', 'insight', 'focuspast']",37
White Woman,American,[],23
White Woman,Film,[],8
White Woman,Institute,[],1
White Woman,ranks,"['drives', 'achiev']",6
White Woman,ironically,[],11
White Woman,popular,"['adj', 'affect', 'posemo', 'social']",10
White Woman,notoriety,[],1
White Woman,certainly,"['affect', 'posemo', 'cogproc', 'certain']",44
White Woman,critics,[],8
White Woman,smash,[],3
White Woman,innovative,[],3
White Woman,breaking,[],8
White Woman,form,[],15
White Woman,technically,[],7
White Woman,tame,[],2
White Woman,commercially,['work'],2
White Woman,acceptable,"['affect', 'posemo', 'cogproc', 'insight']",1
White Woman,novice,"['drives', 'power']",1
White Woman,testing,"['verb', 'work']",2
White Woman,waters,[],4
White Woman,blank,[],1
White Woman,slate,[],1
White Woman,commercial,['work'],5
White Woman,beyond,"['function', 'prep', 'adverb', 'relativ', 'space']",26
White Woman,tried,"['verb', 'drives', 'achiev', 'focuspast']",15
White Woman,emulate,[],2
White Woman,personality,[],9
White Woman,ego,"['drives', 'power']",2
White Woman,tend,"['verb', 'focuspresent']",12
White Woman,dramatic,['leisure'],22
White Woman,nature,[],20
White Woman,speak,"['verb', 'social', 'percept', 'hear', 'focuspresent']",27
White Woman,wind,[],5
White Woman,dialogue,[],62
White Woman,strange,"['adj', 'affect', 'negemo']",20
White Woman,dark,"['percept', 'see']",59
White Woman,shadows,[],7
White Woman,gothic,[],8
White Woman,angles,[],7
White Woman,expressionistic,"['social', 'bio', 'ingest', 'leisure']",1
White Woman,broke,"['verb', 'affect', 'negemo', 'sad', 'focuspast']",8
White Woman,rules,"['drives', 'power']",4
White Woman,ask,"['verb', 'social', 'focuspresent']",21
White Woman,technical,[],16
White Woman,prowess,[],5
White Woman,deep,"['adj', 'relativ', 'space']",26
White Woman,heart,"['bio', 'body']",58
White Woman,familiar,['adj'],21
White Woman,grandiose,[],1
White Woman,themes,[],23
White Woman,tragic,"['adj', 'affect', 'negemo', 'sad']",20
White Woman,cautionary,"['drives', 'risk']",1
White Woman,tale,[],10
White Woman,Charles,[],11
White Woman,Foster,[],2
White Woman,protagonist,[],12
White Woman,drawn,[],14
White Woman,excess,[],3
White Woman,extraordinary,[],7
White Woman,personalities,[],6
White Woman,exaggerated,[],10
White Woman,versions,[],7
White Woman,manipulative,"['cogproc', 'cause', 'drives', 'power']",4
White Woman,motivated,"['cogproc', 'insight', 'cause', 'drives', 'achiev', 'work']",4
White Woman,greed,"['affect', 'negemo', 'anger', 'drives', 'power', 'reward', 'money']",1
White Woman,confident,"['affect', 'posemo', 'cogproc', 'certain', 'drives', 'achiev', 'power', 'reward']",7
White Woman,insecure,"['affect', 'negemo', 'anx', 'drives', 'power']",4
White Woman,flawed,[],6
White Woman,connect,[],17
White Woman,human,['social'],45
White Woman,use,"['verb', 'cogproc', 'cause', 'focuspresent']",54
White Woman,fill,"['relativ', 'space']",12
White Woman,voids,[],2
White Woman,precisely,"['cogproc', 'certain']",1
White Woman,downfall,[],1
White Woman,alienate,[],1
White Woman,viewers,"['percept', 'see']",9
White Woman,esoteric,[],2
White Woman,rags,[],1
White Woman,riches,"['affect', 'posemo', 'drives', 'power', 'money']",1
White Woman,case,[],50
White Woman,young,"['adj', 'relativ', 'time']",76
White Woman,family,"['social', 'family', 'drives', 'affiliation', 'leisure', 'home']",202
White Woman,becomes,"['function', 'auxverb', 'verb', 'cogproc', 'insight', 'focuspresent']",27
White Woman,notorious,[],1
White Woman,wealthy,"['adj', 'affect', 'posemo', 'drives', 'power', 'money']",5
White Woman,mogul,[],1
White Woman,glorified,"['affect', 'posemo', 'drives', 'power']",1
White Woman,public,['social'],14
White Woman,media,[],20
White Woman,core,[],15
White Woman,framed,[],5
White Woman,told,"['verb', 'social', 'focuspast']",35
White Woman,journalists,[],11
White Woman,figure,"['cogproc', 'insight']",38
White Woman,emblem,[],1
White Woman,success,"['affect', 'posemo', 'drives', 'achiev', 'reward', 'work']",20
White Woman,fascinated,[],2
White Woman,persona,[],8
White Woman,try,"['verb', 'cogproc', 'tentat', 'drives', 'achiev', 'focuspresent']",72
White Woman,interview,"['social', 'work']",9
White Woman,ex-wives,[],1
White Woman,friends,"['social', 'friend', 'drives', 'affiliation']",59
White Woman,key,[],26
White Woman,questions,"['cogproc', 'insight', 'tentat']",17
White Woman,interpretations,"['cogproc', 'insight']",1
White Woman,interpretation,"['cogproc', 'insight']",5
White Woman,depending,"['cogproc', 'cause', 'tentat']",3
White Woman,difference,"['adj', 'compare', 'cogproc', 'differ']",14
